onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,source,min_education
27-1014.00,Special Effects Artists and Animators,Creative Arts,Arts,A,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Active Learning, Judgment and Decision Making",onet,Bachelor's or equivalent
29-1127.00,Speech-Language Pathologists,Healthcare,Science,S,I,"Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Learning Strategies, Speaking",onet,Bachelor's or equivalent
31-9099.01,Speech-Language Pathology Assistants,Healthcare,Science,S,C,"Active Listening, Reading Comprehension, Speaking, Social Perceptiveness, Monitoring, Service Orientation",onet,Bachelor's or equivalent
29-1229.06,Sports Medicine Physicians,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Speaking",onet,Bachelor's or equivalent
51-8021.00,Stationary Engineers and Boiler Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Critical Thinking, Equipment Maintenance, Repairing",onet,Bachelor's or equivalent
43-9111.00,Statistical Assistants,Administration,Commerce,C,I,"Mathematics, Critical Thinking, Reading Comprehension, Active Learning, Complex Problem Solving, Writing",onet,Bachelor's or equivalent
15-2041.00,Statisticians,Technology,Science,I,C,"Mathematics, Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Speaking",onet,Bachelor's or equivalent
53-7065.00,Stockers and Order Fillers,Logistics & Transport,Vocational,C,R,"Active Listening, Reading Comprehension",onet,Bachelor's or equivalent
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Manufacturing,Vocational,R,A,"Active Listening, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
47-2022.00,Stonemasons,Construction,Vocational,R,I,"Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Time Management, Coordination, Operations Monitoring",onet,Bachelor's or equivalent
47-2221.00,Structural Iron and Steel Workers,Construction,Vocational,R,C,"Coordination, Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Active Learning",onet,Bachelor's or equivalent
51-2041.00,Structural Metal Fabricators and Fitters,Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Social Service,Arts,S,I,"Active Listening, Speaking, Critical Thinking, Social Perceptiveness, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
25-3031.00,"Substitute Teachers, Short-Term",Education,Arts,S,C,"Active Listening, Reading Comprehension, Speaking, Social Perceptiveness, Critical Thinking, Instructing",onet,Bachelor's or equivalent
53-4041.00,Subway and Streetcar Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Speaking, Monitoring, Judgment and Decision Making",onet,Bachelor's or equivalent
11-3071.04,Supply Chain Managers,Management,Commerce,E,C,"Active Listening, Coordination, Judgment and Decision Making, Monitoring, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
29-9093.00,Surgical Assistants,Healthcare,Science,R,C,"Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension, Coordination",onet,Bachelor's or equivalent
29-2055.00,Surgical Technologists,Healthcare,Science,R,C,"Monitoring, Active Listening, Operations Monitoring, Coordination, Critical Thinking, Speaking",onet,Bachelor's or equivalent
19-3022.00,Survey Researchers,Research & Science,Science,I,C,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Mathematics",onet,Bachelor's or equivalent
17-3031.00,Surveying and Mapping Technicians,Engineering,Science,R,C,"Reading Comprehension, Critical Thinking, Mathematics, Writing, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
17-1022.00,Surveyors,Engineering,Science,C,R,"Mathematics, Reading Comprehension, Critical Thinking, Writing, Speaking, Active Listening",onet,Bachelor's or equivalent
13-1199.05,Sustainability Specialists,Finance,Commerce,I,E,"Reading Comprehension, Speaking, Writing, Active Listening, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
43-2011.00,"Switchboard Operators, Including Answering Service",Administration,Commerce,C,R,"Active Listening, Speaking, Social Perceptiveness, Service Orientation, Coordination, Reading Comprehension",onet,Bachelor's or equivalent
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Manufacturing,Vocational,R,A,"Time Management, Active Listening, Critical Thinking, Speaking",onet,Bachelor's or equivalent
27-2012.04,Talent Directors,Creative Arts,Arts,E,A,"Active Listening, Speaking, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
53-7121.00,"Tank Car, Truck, and Ship Loaders",Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Reading Comprehension, Time Management, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
47-2082.00,Tapers,Construction,Vocational,R,C,,onet,Bachelor's or equivalent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Finance,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Active Learning, Mathematics",onet,Bachelor's or equivalent
13-2082.00,Tax Preparers,Finance,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Active Learning, Speaking, Time Management",onet,Bachelor's or equivalent
25-9044.00,"Teaching Assistants, Postsecondary",Education,Arts,S,C,"Reading Comprehension, Active Listening, Instructing, Speaking, Learning Strategies, Writing",onet,Bachelor's or equivalent
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Education,Arts,S,C,"Active Listening, Social Perceptiveness, Reading Comprehension, Speaking, Coordination, Service Orientation",onet,Bachelor's or equivalent
25-9043.00,"Teaching Assistants, Special Education",Education,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Learning Strategies, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
51-2092.00,Team Assemblers,Manufacturing,Vocational,R,C,"Active Listening, Monitoring, Quality Control Analysis, Coordination, Critical Thinking, Instructing",onet,Bachelor's or equivalent
27-3042.00,Technical Writers,Creative Arts,Arts,C,A,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Active Learning",onet,Bachelor's or equivalent
15-1241.01,Telecommunications Engineering Specialists,Technology,Science,C,R,"Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Speaking, Writing",onet,Bachelor's or equivalent
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Critical Thinking, Operations Monitoring, Quality Control Analysis, Active Listening",onet,Bachelor's or equivalent
49-9052.00,Telecommunications Line Installers and Repairers,Maintenance & Repair,Vocational,R,C,"Complex Problem Solving, Critical Thinking, Operations Monitoring, Speaking, Active Listening, Coordination",onet,Bachelor's or equivalent
43-2021.00,Telephone Operators,Administration,Commerce,C,S,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Critical Thinking, Reading Comprehension",onet,Bachelor's or equivalent
43-3071.00,Tellers,Administration,Commerce,C,E,"Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension, Service Orientation",onet,Bachelor's or equivalent
47-2053.00,Terrazzo Workers and Finishers,Construction,Vocational,R,C,"Coordination, Quality Control Analysis",onet,Bachelor's or equivalent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Monitoring, Time Management",onet,Bachelor's or equivalent
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Quality Control Analysis, Active Listening, Coordination",onet,Bachelor's or equivalent
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Active Listening, Operation and Control",onet,Bachelor's or equivalent
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Speaking, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
47-2044.00,Tile and Stone Setters,Construction,Vocational,R,C,"Active Listening, Complex Problem Solving, Coordination, Critical Thinking, Mathematics, Speaking",onet,Bachelor's or equivalent
51-2061.00,Timing Device Assemblers and Adjusters,Manufacturing,Vocational,R,C,"Repairing, Quality Control Analysis, Troubleshooting, Operations Monitoring",onet,Bachelor's or equivalent
51-9197.00,Tire Builders,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
49-3093.00,Tire Repairers and Changers,Maintenance & Repair,Vocational,R,C,"Active Listening, Critical Thinking, Service Orientation, Speaking, Time Management",onet,Bachelor's or equivalent
51-4111.00,Tool and Die Makers,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Critical Thinking, Equipment Selection, Judgment and Decision Making",onet,Bachelor's or equivalent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Equipment Maintenance, Repairing, Critical Thinking",onet,Bachelor's or equivalent
53-6041.00,Traffic Technicians,Logistics & Transport,Vocational,R,C,"Active Listening, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
11-3131.00,Training and Development Managers,Management,Commerce,E,S,"Learning Strategies, Active Listening, Instructing, Reading Comprehension, Speaking, Coordination",onet,Bachelor's or equivalent
13-1151.00,Training and Development Specialists,Finance,Commerce,S,I,"Instructing, Speaking, Learning Strategies, Active Listening, Social Perceptiveness, Active Learning",onet,Bachelor's or equivalent
33-3052.00,Transit and Railroad Police,Public Safety,Vocational,R,C,"Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Monitoring, Social Perceptiveness",onet,Bachelor's or equivalent
17-2051.01,Transportation Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Speaking, Writing, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
53-6051.00,Transportation Inspectors,Logistics & Transport,Vocational,C,R,"Critical Thinking, Reading Comprehension, Speaking, Writing, Active Listening, Monitoring",onet,Bachelor's or equivalent
19-3099.01,Transportation Planners,Research & Science,Science,I,C,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Writing",onet,Bachelor's or equivalent
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Logistics & Transport,Vocational,R,C,"Quality Control Analysis, Operations Monitoring, Active Listening, Critical Thinking, Operation and Control, Reading Comprehension",onet,Bachelor's or equivalent
11-3071.00,"Transportation, Storage, and Distribution Managers",Management,Commerce,E,C,"Active Listening, Reading Comprehension, Coordination, Monitoring, Active Learning, Complex Problem Solving",onet,Bachelor's or equivalent
41-3041.00,Travel Agents,Sales,Commerce,E,C,"Active Listening, Service Orientation, Reading Comprehension, Speaking, Social Perceptiveness, Persuasion",onet,Bachelor's or equivalent
11-3031.01,Treasurers and Controllers,Management,Commerce,C,E,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Management of Financial Resources, Speaking",onet,Bachelor's or equivalent
25-3041.00,Tutors,Education,Arts,S,I,"Instructing, Reading Comprehension, Active Listening, Learning Strategies, Speaking, Critical Thinking",onet,Bachelor's or equivalent
27-2023.00,"Umpires, Referees, and Other Sports Officials",Creative Arts,Arts,E,C,"Speaking, Critical Thinking, Active Listening, Judgment and Decision Making, Monitoring, Active Learning",onet,Bachelor's or equivalent
51-6093.00,Upholsterers,Manufacturing,Vocational,R,A,"Critical Thinking, Reading Comprehension, Active Learning, Active Listening, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
19-3051.00,Urban and Regional Planners,Research & Science,Science,I,E,"Active Listening, Judgment and Decision Making, Speaking, Critical Thinking, Reading Comprehension, Systems Analysis",onet,Bachelor's or equivalent
29-1229.03,Urologists,Healthcare,Science,I,S,"Reading Comprehension, Critical Thinking, Judgment and Decision Making, Active Listening, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
17-2112.02,Validation Engineers,Engineering,Science,I,C,"Reading Comprehension, Critical Thinking, Speaking, Writing, Active Listening, Monitoring",onet,Bachelor's or equivalent
29-1131.00,Veterinarians,Healthcare,Science,I,R,"Active Listening, Reading Comprehension, Active Learning, Complex Problem Solving, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Service Orientation, Writing",onet,Bachelor's or equivalent
29-2056.00,Veterinary Technologists and Technicians,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Complex Problem Solving, Monitoring",onet,Bachelor's or equivalent
15-1255.01,Video Game Designers,Technology,Science,A,I,"Programming, Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
49-9064.00,Watch and Clock Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Critical Thinking, Operations Monitoring, Active Listening, Equipment Maintenance, Judgment and Decision Making",onet,Bachelor's or equivalent
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Active Listening, Equipment Maintenance, Quality Control Analysis",onet,Bachelor's or equivalent
11-9121.02,Water Resource Specialists,Management,Commerce,I,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Judgment and Decision Making",onet,Bachelor's or equivalent
17-2051.02,Water/Wastewater Engineers,Engineering,Science,R,I,"Critical Thinking, Judgment and Decision Making, Reading Comprehension, Writing, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
47-4099.03,Weatherization Installers and Technicians,Construction,Vocational,R,C,"Monitoring, Critical Thinking, Installation, Judgment and Decision Making, Active Listening, Operations Monitoring",onet,Bachelor's or equivalent
15-1299.01,Web Administrators,Technology,Science,C,I,"Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Judgment and Decision Making, Monitoring",onet,Bachelor's or equivalent
15-1255.00,Web and Digital Interface Designers,Technology,Science,I,A,,onet,Bachelor's or equivalent
15-1254.00,Web Developers,Technology,Science,C,I,"Programming, Critical Thinking, Complex Problem Solving, Operations Analysis, Reading Comprehension, Active Learning",onet,Bachelor's or equivalent
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Administration,Commerce,C,R,"Critical Thinking, Reading Comprehension, Monitoring, Speaking, Active Listening, Coordination",onet,Bachelor's or equivalent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Manufacturing,Vocational,R,C,"Quality Control Analysis, Monitoring",onet,Bachelor's or equivalent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Complex Problem Solving, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
53-7073.00,Wellhead Pumpers,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Equipment Maintenance, Judgment and Decision Making, Monitoring",onet,Bachelor's or equivalent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Finance,Commerce,E,C,"Negotiation, Active Listening, Critical Thinking, Persuasion, Speaking, Active Learning",onet,Bachelor's or equivalent
11-9199.10,Wind Energy Development Managers,Management,Commerce,E,C,"Critical Thinking, Reading Comprehension, Speaking, Writing, Active Listening, Coordination",onet,Bachelor's or equivalent
17-2199.10,Wind Energy Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Judgment and Decision Making, Mathematics, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
11-9199.09,Wind Energy Operations Managers,Management,Commerce,E,C,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Management of Personnel Resources",onet,Bachelor's or equivalent
49-9081.00,Wind Turbine Service Technicians,Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Operations Monitoring, Repairing, Troubleshooting, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Monitoring, Critical Thinking, Equipment Maintenance",onet,Bachelor's or equivalent
43-9022.00,Word Processors and Typists,Administration,Commerce,C,I,"Reading Comprehension, Active Listening, Writing, Monitoring, Speaking, Time Management",onet,Bachelor's or equivalent
27-3043.00,Writers and Authors,Creative Arts,Arts,A,E,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Time Management",onet,Bachelor's or equivalent
19-1023.00,Zoologists and Wildlife Biologists,Research & Science,Science,I,R,"Active Listening, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
